review_text,label
"This is a really nice place to chill out in a sunny afternoon. There is a public outdoor swimming pool, soccer pitch, and basketbal courts. It's nice place for biking too.",1
Super park for children,1
Gorgeous and a hidden oasis in Montreal. It is so beautiful with different spaces,1
Very good park,1
Ideal park to bring young children. The small water park in the Summer is great fun. This is a favorite.,1
Nice park to pass. We can give the ducks some crumbs on the side and relax. But it is not a park to spend a great time with the kids. It has no bathroom and no toys.,0
Relaxing and gorgeous,1
Few modules in a derelict state,0
My son loved the park,1
Must go in Montreal,1
"Lovely trails and multiple viewpoints. I wish the trails were marked more clearly, as it was difficult to get out!",1
Beautiful quiet and peaceful park where you can have a good time with the children with a private tennis court adjacent to the park,1
super,1
Beautiful spot to unwind & relax!,1
"Nice greenery, water attracts ducks, canada geese.",1
Superb viewpoint of downtown Montreal !!! Colorful evening! To have !,1
"The park is beautiful and well equipped for bicycles, pedestrians and cross-country skis, the cottage is very good",1
Very beautiful place in nature but too limited space.,1
A very relaxing place and it's perfect for kids...,1
"I like, good atmosphere",1
Perfect for walking,1
"Nice area for a walk, or to see Montreal en lumières.",1
Very nice games for children. No car. Super relax. Just big building sites around but not for long,1
Nice place to chill out,1
"There's a really lovely mix of types of spaces - much of the park feels open, and it's very beautiful and feels very friendly, but there are also a few more private nooks where you feel like you're in a meadow out of the city. There are …",1
Just beautiful,1
Too much. $$$ 20.00 more. Tx. Ont. Ext,0
A great place for a walk,1
Good,1
"Beautiful park, very pleasant",1
I like to park beautiful places ...,1
Big space,1
Nature beauty,1
Very nice park,1
Nice park but only 1 porta potty,1
Parking is limited in the lot however many spots available on the street.,1
Playing soccer,1
Need to bring your repellent or be prepare to suffer!,1
"Well, clean only hic the swing is not yet installed",0
nice park to favor from jarry park for more tranquility,0
Great softball field,1
Nice big park with lots of games,1
Superb children's park !!!,1
"Nice place to either relax, enjoy the free pool in the summer or even have a nice barbecue with friends or family on the weekends!!!",1
Great place for all ages. Really nice place to nap or walk,1
Great baseball at the park,1
Nice clean green grass.  And not much else. Good place to roam about with my little dog cause we can see from far off if any other dogs are header our way.,0
Nice place in the heart of the city,1
Grass was dead so all that was left was dirt and everyone was kicking it up whenever they walked. Thank God I wasn't wearing white.,0
"This vast park under development occupies an old quarry which served as a dump. Several sports and cultural activities are offered in several buildings surrounding this park, including the Tohu, the Cirque du Soleil school, a soccerdome, an indoor sports center. A trail for hikers and cyclists crosses this park in a north-south direction with unique views towards Mount Royal.",1
"Excellent! *This Park* is ""mos def"" the type of outdoors facility that I would invite *ELITE ATHLETES* -- in order to help the neighborhood expand its horizon, its potential.

Note : by the term *ELITE*, I mean professional circuits *ballers* -- such as my friend LeBron James (23) -- !!!",1
I couldn't fit on the swings.... I'm only 220lbs,1
"Love the fresh air here and the views,  can easily spend a hole afternoon strolling or biking!",1
Peaceful place for the pleasure of mind.,1
one of the best parks in Montreal to play sports or just sit by the lake and chill,1
"Great green open space. Sports, feilds, water, rocks picnic, basketball, biking, jogging! Great environment to make memories.",1
Wow,1
A very beautiful place over a long distance along the St. Lawrence River. Beautiful bike path,1
Perfect,1
Very cute spot across from Dante Pizzeria. A good spot to read..practise guitar..picnic..5 minutes from Jean Talon market,1
"Beautiful,  peaceful and popular park to walk your dog, read,  or admire ducks and ducklings enjoying a dip in the water",1
"Excellent park

ACCESS: Great for getting to by car, bus or metro, bike or walking. Angrignon Metro Station adjacent as well as bus routes. There are two parking lots. The south one accessible from La Verandrye is less busy and free.

SIZE: Big for a city park. Plenty of walkways & trails, big space so you don't feel everyone is ever bunched together.

NATURE: Lots of trees and a lake. You can find squirrels, many types of birds and if you're lucky a few other animals as well. Seasonal native flowers, plenty of shade.

SERVICES: Public bathrooms, benches (although many are out in the sun) , a dog park for dogs to play & run around in and there used to be a snack bar in the main building which decades ago was a small zoo (there was even an elephant in the 1980s!)

WHEN TO GO: Year-round. In winter it's a good nature walk, skating on the lake and beats being indoors. In spring lots of new buds & flowers, you see a lot of photographers taking pictures. Summer people sunbathe, walk around, bikeride, enjoy the sights near the lake. Fall is great for foliage, trees change colours.

RAINY DAYS: If you ever take a walk in a rainy day you will see a lot of animals because they are less bothered by people.

All in all a great place to enjoy nature in the city as this is one of Montreal's largest green spaces and easily accessible in any way.",1
